FORMATION,BIT SIZE (in),TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb*ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Ceno,12.25,1041,1041,114.8,6,826.3,3097,152,3883,10.894,10.773,40,14.54,06/08/2010 03.09.26
Ceno,12.25,1042,1042,105.8,6,825.8,3095,151,4339,10.88,10.776,40,14.55,06/08/2010 03.10.01
Ceno,12.25,1043,1043,100.7,6,826,3096,152,4784,10.868,10.773,40,14.56,06/08/2010 03.10.41
Ceno,12.25,1044,1043.97,110.8,7,825.9,3098,152,4622,10.849,10.771,40,14.57,06/08/2010 03.11.15
Ceno,12.25,1045,1045.02,99.7,5,827.1,3102,152,3491,10.856,10.771,40,14.58,06/08/2010 03.11.55
Ceno,12.25,1046,1046.01,88.8,6,826.9,3103,152,4660,10.891,10.77,40,14.6,06/08/2010 03.12.39
Ceno,12.25,1047,1047,96,5,827.4,3114,152,3541,10.858,10.768,40,14.61,06/08/2010 03.13.17
Ceno,12.25,1048,1047.98,85.7,4,829.8,3159,114,3235,10.875,10.773,40,14.63,06/08/2010 03.27.02
Ceno,12.25,1049,1048.99,93.8,4,830.4,3170,146,3637,10.879,10.767,40,14.64,06/08/2010 03.27.47
Ceno,12.25,1050,1050.04,126,5,830.3,3172,152,3929,10.9,10.764,40,14.65,06/08/2010 03.28.19
Ceno,12.25,1051,1051.03,133.4,6,830.8,3177,151,5400,10.854,10.766,40,14.65,06/08/2010 03.28.47
Ceno,12.25,1052,1052.01,138.9,7,831,3180,151,5119,10.837,10.766,40,14.66,06/08/2010 03.29.13
Ceno,12.25,1053,1053,140.9,9,830.7,3181,151,7283,10.865,10.761,40,14.67,06/08/2010 03.29.42
Ceno,12.25,1054,1054.02,110.1,10,830.2,3172,151,7442,10.956,10.764,40,14.68,06/08/2010 03.30.36
Ceno,12.25,1055,1055.02,155.8,9,830.3,3176,151,6059,10.975,10.765,40,14.69,06/08/2010 03.31.01
Ceno,12.25,1056,1056.03,156.3,9,830.4,3184,151,5855,10.957,10.755,40,14.7,06/08/2010 03.31.25
Ceno,12.25,1057,1057.02,145.1,9,830.8,3185,151,6383,10.958,10.762,40,14.71,06/08/2010 03.31.50
Ceno,12.25,1058,1058.03,121.3,10,830.7,3178,151,7831,10.961,10.761,40,14.72,06/08/2010 03.32.28
Ceno,12.25,1059,1059.03,132.2,10,830.4,3184,151,7265,10.915,10.763,39,14.72,06/08/2010 03.32.57
Ceno,12.25,1060,1060,132,9,830.4,3184,151,6055,10.896,10.757,40,14.73,06/08/2010 03.33.25
Ceno,12.25,1061,1061.01,121.9,10,831.1,3182,151,7393,10.851,10.758,40,14.74,06/08/2010 03.34.04
Ceno,12.25,1062,1062.01,130.3,9,831.3,3190,151,6926,10.837,10.755,40,14.75,06/08/2010 03.34.34
Ceno,12.25,1063,1062.99,135.6,10,831.1,3191,151,7294,10.808,10.755,40,14.77,06/08/2010 03.35.31
Ceno,12.25,1064,1064.03,138.7,10,830.6,3182,151,7549,10.848,10.753,40,14.78,06/08/2010 03.36.07
Ceno,12.25,1065,1065.01,146.4,8,831,3191,151,5329,10.781,10.75,40,14.78,06/08/2010 03.36.32
Ceno,12.25,1066,1066.04,139,7,830.8,3187,151,5425,10.779,10.752,40,14.79,06/08/2010 03.36.59
Ceno,12.25,1067,1067,132.8,10,830.7,3178,151,6563,10.858,10.749,40,14.82,06/08/2010 03.38.26
Ceno,12.25,1068,1068.01,119,7,830.8,3180,152,5555,10.887,10.748,41,14.82,06/08/2010 03.38.58
Ceno,12.25,1069,1068.99,115.9,10,831,3181,151,7879,10.926,10.747,41,14.84,06/08/2010 03.39.59
Ceno,12.25,1070,1070.02,120.2,8,830.8,3174,151,6644,10.911,10.748,40,14.85,06/08/2010 03.40.43
Ceno,12.25,1071,1071.02,112.2,9,830.7,3175,151,6901,10.907,10.747,41,14.86,06/08/2010 03.41.23
Ceno,12.25,1072,1071.99,113.4,8,830.6,3176,151,6486,10.971,10.746,41,14.87,06/08/2010 03.41.57
Ceno,12.25,1073,1073,100.6,7,831.5,3187,152,5833,10.869,10.748,40,14.88,06/08/2010 03.42.35
Ceno,12.25,1074,1074,108.2,7,831.2,3180,152,5191,10.904,10.749,40,14.9,06/08/2010 03.43.16
Ceno,12.25,1075,1074.99,90.4,6,831.5,3180,154,4681,10.87,10.748,41,14.91,06/08/2010 03.43.57
Ceno,12.25,1076,1076,86.1,8,831.2,3182,154,5757,10.834,10.748,40,14.92,06/08/2010 03.44.44
Ceno,12.25,1077,1076.99,96.4,6,827.2,3175,114,4432,10.947,10.748,40,14.94,06/08/2010 04.00.24
Ceno,12.25,1078,1078.02,142.3,8,826.1,3169,146,5953,10.954,10.751,40,14.95,06/08/2010 04.00.50
Ceno,12.25,1079,1079.01,179.2,9,826.1,3178,151,6594,10.937,10.753,39,14.96,06/08/2010 04.01.15
Ceno,12.25,1080,1079.96,151.6,7,825.5,3175,153,6066,10.969,10.751,40,14.96,06/08/2010 04.01.45
Ceno,12.25,1081,1080.96,309.1,6,826.2,3178,153,5652,10.968,10.769,40,14.97,06/08/2010 04.02.02
Ceno,12.25,1082,1081.96,160,6,826.2,3178,154,5156,10.99,10.775,40,14.97,06/08/2010 04.02.25
Ceno,12.25,1083,1082.96,164.1,5,826.5,3181,154,4652,10.885,10.774,40,14.98,06/08/2010 04.02.47
Ceno,12.25,1084,1083.96,163.7,6,826,3183,154,5517,10.87,10.771,40,14.99,06/08/2010 04.03.10
Ceno,12.25,1085,1084.96,173.5,7,825.6,3181,153,5827,10.881,10.771,40,14.99,06/08/2010 04.03.31
Albi,12.25,1086,1085.95,168.6,5,826.8,3191,154,4564,10.957,10.769,40,15,06/08/2010 04.03.53
Albi,12.25,1087,1086.95,153.9,8,826.7,3191,153,5844,10.908,10.769,40,15.01,06/08/2010 04.04.18
Albi,12.25,1088,1087.95,90,11,826.3,3176,147,7390,10.952,10.765,40,15.04,06/08/2010 04.06.23
Albi,12.25,1089,1088.95,118.1,7,827,3185,138,5219,10.921,10.757,40,15.05,06/08/2010 04.07.09
Albi,12.25,1090,1089.95,112.6,6,826.6,3192,137,4962,10.929,10.758,40,15.06,06/08/2010 04.07.45
Albi,12.25,1091,1090.95,94.6,9,826.6,3182,137,5822,10.954,10.754,40,15.09,06/08/2010 04.09.16
Albi,12.25,1092,1091.95,61.2,10,826.6,3175,136,8220,10.918,10.748,40,15.11,06/08/2010 04.10.29
Albi,12.25,1093,1092.95,103.2,6,826.9,3184,138,4744,10.907,10.739,40,15.12,06/08/2010 04.11.05
Albi,12.25,1094,1093.95,102.3,5,826.8,3185,138,4476,10.891,10.738,40,15.13,06/08/2010 04.11.41
Albi,12.25,1095,1094.95,108.9,5,826.9,3183,138,4218,10.853,10.738,40,15.14,06/08/2010 04.12.16
Albi,12.25,1096,1095.95,104.1,5,826.7,3181,138,4318,10.849,10.735,40,15.15,06/08/2010 04.12.52
Albi,12.25,1097,1096.95,103.2,5,826.8,3187,138,4172,10.82,10.73,40,15.16,06/08/2010 04.13.28
Albi,12.25,1098,1097.95,102,6,827,3182,138,4882,10.838,10.728,40,15.17,06/08/2010 04.14.03
Albi,12.25,1099,1098.95,99.5,7,827.1,3177,138,4892,10.865,10.729,40,15.19,06/08/2010 04.15.21
Albi,12.25,1100,1099.95,82.3,7,827.5,3179,139,4439,10.902,10.728,40,15.21,06/08/2010 04.16.21
Albi,12.25,1101,1100.95,83.6,4,827.2,3177,137,3726,10.924,10.727,40,15.22,06/08/2010 04.17.05
Albi,12.25,1102,1101.95,84.9,4,827,3177,138,3692,10.93,10.729,40,15.23,06/08/2010 04.17.52
Albi,12.25,1103,1102.95,69,4,827.5,3178,139,3251,10.903,10.729,40,15.25,06/08/2010 04.18.47
Albi,12.25,1104,1103.95,84,8,828.4,3178,138,6119,10.888,10.729,40,15.27,06/08/2010 04.20.12
Albi,12.25,1105,1104.95,69,4,828.6,3180,138,3371,10.859,10.727,40,15.29,06/08/2010 04.21.12
Albi,12.25,1106,1105.95,100.4,5,822.2,3155,136,3681,10.972,10.732,40,15.31,06/08/2010 04.36.00
Albi,12.25,1107,1106.95,126,7,820.7,3151,155,6159,10.967,10.729,40,15.31,06/08/2010 04.36.32
Albi,12.25,1108,1107.95,136.2,7,820.6,3163,156,5463,10.957,10.732,40,15.32,06/08/2010 04.36.59
Albi,12.25,1109,1108.95,151.3,7,821,3159,158,6095,10.998,10.728,40,15.33,06/08/2010 04.37.24
Albi,12.25,1110,1109.95,153.6,8,820.7,3161,167,6269,10.983,10.73,40,15.34,06/08/2010 04.37.47
Albi,12.25,1111,1110.95,163.5,8,820.7,3163,167,6392,10.973,10.73,40,15.34,06/08/2010 04.38.10
Albi,12.25,1112,1111.95,166.9,10,821,3167,167,8634,11.02,10.731,40,15.35,06/08/2010 04.38.34
Albi,12.25,1113,1112.95,63.9,6,821.1,3158,169,3404,10.934,10.731,39,15.37,06/08/2010 04.39.52
Albi,12.25,1114,1113.95,129.3,8,821.2,3164,168,5227,11.015,10.734,40,15.38,06/08/2010 04.40.22
Albi,12.25,1115,1114.95,131.1,8,821.5,3161,167,5309,10.947,10.73,40,15.39,06/08/2010 04.40.50
Albi,12.25,1116,1115.95,125,10,821.5,3166,169,7016,10.924,10.733,40,15.39,06/08/2010 04.41.20
Albi,12.25,1117,1116.95,59.8,11,821.2,3157,172,6853,10.917,10.748,40,15.42,06/08/2010 04.43.00
Albi,12.25,1118,1117.95,57.9,11,821.9,3160,172,7505,10.944,10.751,40,15.45,06/08/2010 04.44.28
Albi,12.25,1119,1118.95,75,7,821.8,3163,173,5299,10.914,10.748,40,15.46,06/08/2010 04.45.22
Albi,12.25,1120,1119.95,103.3,6,822,3171,172,5970,10.898,10.745,40,15.48,06/08/2010 04.46.04
Albi,12.25,1121,1120.95,104.9,6,822.1,3170,173,4910,10.917,10.743,39,15.48,06/08/2010 04.46.39
Albi,12.25,1122,1121.95,110.6,6,822,3176,173,5088,10.967,10.743,39,15.49,06/08/2010 04.47.14
Albi,12.25,1123,1122.95,72.1,11,822.2,3172,172,7947,10.963,10.739,39,15.52,06/08/2010 04.48.43
Albi,12.25,1124,1123.95,121.7,5,822.4,3179,173,4370,10.98,10.741,39,15.53,06/08/2010 04.49.18
Albi,12.25,1125,1124.95,132.9,6,822.3,3179,172,5195,10.987,10.737,40,15.54,06/08/2010 04.49.48
Albi,12.25,1126,1125.95,132.9,9,822.3,3184,171,7507,10.941,10.739,40,15.55,06/08/2010 04.50.23
Albi,12.25,1127,1126.95,107.6,6,822.6,3189,173,4765,10.942,10.744,40,15.56,06/08/2010 04.50.57
Albi,12.25,1128,1127.95,111.7,8,822.6,3184,173,5064,10.936,10.746,40,15.58,06/08/2010 04.52.19
Albi,12.25,1129,1128.95,62.8,10,822.9,3166,149,5940,10.893,10.739,40,15.64,06/08/2010 04.56.08
Albi,12.25,1130,1129.95,60.2,6,822.9,3169,140,4729,10.915,10.729,40,15.68,06/08/2010 04.58.12
Albi,12.25,1131,1130.95,72.8,5,823.1,3173,140,4543,10.945,10.728,39,15.69,06/08/2010 04.59.14
Albi,12.25,1132,1131.95,71.7,7,824.7,3182,139,5100,10.957,10.73,40,15.72,06/08/2010 05.00.40
Albi,12.25,1133,1132.95,69.5,7,824.5,3181,140,6175,10.915,10.728,40,15.74,06/08/2010 05.01.53
Albi,12.25,1134,1133.95,78.2,5,816.9,3133,127,4147,10.954,10.731,40,15.78,06/08/2010 05.13.41
Albi,12.25,1135,1134.95,23.2,9,807.5,3150,139,5913,10.955,10.721,39,15.84,06/08/2010 05.17.44
Albi,12.25,1136,1135.95,73.1,8,807.6,3158,147,7639,10.966,10.717,39,15.86,06/08/2010 05.18.43
Albi,12.25,1137,1136.95,120.4,6,808,3167,149,4874,10.91,10.718,40,15.87,06/08/2010 05.19.17
Albi,12.25,1138,1137.95,126.1,7,808.3,3171,150,6074,10.969,10.714,40,15.88,06/08/2010 05.19.53
Albi,12.25,1139,1138.95,122.9,7,808.4,3171,153,6473,10.924,10.713,40,15.89,06/08/2010 05.20.23
Albi,12.25,1140,1139.95,128,8,808.5,3175,153,6976,11.004,10.716,40,15.89,06/08/2010 05.20.53
Albi,12.25,1141,1140.95,138.6,8,808.3,3172,153,7369,11.007,10.717,39,15.9,06/08/2010 05.21.20
Albi,12.25,1142,1141.95,145.3,7,808.2,3175,153,6609,10.909,10.713,40,15.91,06/08/2010 05.21.45
Albi,12.25,1143,1142.95,145.3,8,808.1,3173,153,7120,10.95,10.718,39,15.92,06/08/2010 05.22.15
Albi,12.25,1144,1143.95,125.1,7,807.8,3168,154,5675,10.948,10.719,39,15.93,06/08/2010 05.22.50
Albi,12.25,1145,1144.95,114,8,808.6,3171,153,6491,10.872,10.718,39,15.94,06/08/2010 05.23.29
Albi,12.25,1146,1145.95,128.6,7,808.8,3179,153,6067,10.983,10.718,40,15.95,06/08/2010 05.23.59
Albi,12.25,1147,1146.95,123.1,10,808.3,3179,153,7612,10.969,10.715,40,15.96,06/08/2010 05.24.31
Albi,12.25,1148,1147.95,134,8,808.7,3181,166,6124,10.978,10.714,40,15.96,06/08/2010 05.24.58
Albi,12.25,1149,1148.95,135.3,9,808.6,3184,168,6397,10.938,10.715,40,15.97,06/08/2010 05.25.25
Albi,12.25,1150,1149.95,142.3,8,809,3179,168,6181,10.961,10.707,40,15.98,06/08/2010 05.25.52
Albi,12.25,1151,1150.95,142.3,8,808.9,3181,168,6575,10.969,10.71,40,15.99,06/08/2010 05.26.18
Albi,12.25,1152,1151.95,142.1,7,808.4,3182,167,5719,11.014,10.714,40,15.99,06/08/2010 05.26.44
Albi,12.25,1153,1152.95,125.8,7,808.7,3181,168,6166,10.984,10.706,40,16,06/08/2010 05.27.14
Albi,12.25,1154,1153.95,123.5,7,808.8,3183,168,5439,10.999,10.711,40,16.01,06/08/2010 05.27.44
Albi,12.25,1155,1154.95,124.7,7,808.7,3188,168,6067,10.943,10.71,40,16.02,06/08/2010 05.28.13
Albi,12.25,1156,1155.95,128.1,6,808.8,3181,168,5614,10.945,10.718,40,16.03,06/08/2010 05.28.42
Albi,12.25,1157,1156.95,129.7,6,809,3188,168,5301,10.991,10.721,40,16.03,06/08/2010 05.29.11
Albi,12.25,1158,1157.95,126.6,6,809.1,3192,169,5429,10.988,10.727,40,16.04,06/08/2010 05.29.40
Albi,12.25,1159,1158.95,131.4,7,808.8,3187,168,6040,10.964,10.721,40,16.05,06/08/2010 05.30.08
Albi,12.25,1160,1159.95,129.9,7,808.8,3190,168,5444,11.022,10.727,39,16.06,06/08/2010 05.30.36
Albi,12.25,1161,1160.95,119.9,6,809.2,3188,168,4713,10.975,10.73,39,16.07,06/08/2010 05.31.07
Albi,12.25,1162,1161.95,109.9,6,808.8,3193,168,5276,10.994,10.726,40,16.08,06/08/2010 05.31.41
Albi,12.25,1163,1162.95,105.4,5,811.3,3195,144,3584,10.975,10.721,39,16.1,06/08/2010 05.56.58
Albi,12.25,1164,1163.95,131.1,6,815.3,3192,157,5179,11.029,10.705,40,16.11,06/08/2010 05.57.31
Albi,12.25,1165,1164.95,142.7,7,815.3,3197,179,6140,10.984,10.704,40,16.11,06/08/2010 05.57.58
Albi,12.25,1166,1165.95,155.9,7,815.2,3201,179,5736,10.982,10.703,40,16.12,06/08/2010 05.58.22
Albi,12.25,1167,1166.95,164.6,8,815.3,3204,179,6669,11.01,10.7,40,16.13,06/08/2010 05.58.45
Albi,12.25,1168,1167.95,163.8,8,815.8,3208,179,6571,11.001,10.695,40,16.13,06/08/2010 05.59.07
Albi,12.25,1169,1168.95,167,8,815.4,3210,178,7057,10.923,10.69,40,16.14,06/08/2010 05.59.31
Albi,12.25,1170,1169.95,171.7,8,815.1,3200,179,6906,10.921,10.688,40,16.14,06/08/2010 05.59.52
Albi,12.25,1171,1170.95,168.9,8,816,3212,179,6806,10.908,10.688,40,16.15,06/08/2010 06.00.14
Albi,12.25,1172,1171.95,160.1,7,815.6,3211,179,6053,10.817,10.688,40,16.16,06/08/2010 06.00.37
Albi,12.25,1173,1172.95,157.9,8,815.9,3211,179,6592,10.894,10.69,40,16.16,06/08/2010 06.01.03
Albi,12.25,1174,1173.95,203.3,7,815.7,3219,180,5675,10.856,10.691,40,16.17,06/08/2010 06.01.28
Albi,12.25,1175,1174.95,156,7,816,3215,179,6502,10.855,10.686,40,16.18,06/08/2010 06.01.52
Albi,12.25,1176,1175.95,161.3,8,816.3,3223,179,6475,10.816,10.687,40,16.18,06/08/2010 06.02.15
Albi,12.25,1177,1176.95,161.3,7,815.4,3215,180,6353,10.869,10.689,40,16.19,06/08/2010 06.02.38
Albi,12.25,1178,1177.95,152.2,10,815.8,3218,178,8657,10.828,10.693,40,16.2,06/08/2010 06.03.02
Albi,12.25,1179,1178.95,148.4,10,816.1,3221,179,8043,10.845,10.73,40,16.2,06/08/2010 06.03.26
Albi,12.25,1180,1179.95,150.3,9,815.8,3217,179,7257,10.791,10.762,39,16.21,06/08/2010 06.03.51
Albi,12.25,1181,1180.95,142.4,8,815.9,3218,180,6942,10.794,10.765,39,16.22,06/08/2010 06.04.17
Albi,12.25,1182,1181.95,136.4,7,816.4,3224,179,5858,10.698,10.767,40,16.23,06/08/2010 06.04.44
Albi,12.25,1183,1182.95,136.3,7,816.2,3226,179,6093,10.721,10.759,39,16.23,06/08/2010 06.05.10
Albi,12.25,1184,1183.95,139.5,7,816.1,3220,180,5462,10.733,10.761,40,16.24,06/08/2010 06.05.36
Albi,12.25,1185,1184.95,137.8,7,816.2,3226,179,5524,10.755,10.767,40,16.25,06/08/2010 06.06.03
Albi,12.25,1186,1185.95,140.3,7,816.8,3230,180,5941,10.759,10.767,40,16.25,06/08/2010 06.06.29
Albi,12.25,1187,1186.95,105,7,816,3222,180,5666,10.792,10.773,39,16.27,06/08/2010 06.07.08
Albi,12.25,1188,1187.95,105.6,5,816.6,3230,180,4012,10.719,10.772,40,16.27,06/08/2010 06.07.43
Albi,12.25,1189,1188.95,112.4,5,817.2,3231,180,4447,10.748,10.772,40,16.28,06/08/2010 06.08.17
Albi,12.25,1190,1189.95,98.9,5,817.5,3234,180,4013,10.732,10.773,40,16.29,06/08/2010 06.08.55
Albi,12.25,1191,1190.95,93.5,5,817.1,3233,180,3803,10.736,10.774,40,16.31,06/08/2010 06.09.34
Albi,12.25,1192,1191.95,76.1,5,823.2,3299,145,3030,10.789,10.777,39,16.33,06/08/2010 06.28.18
Albi,12.25,1193,1192.95,147.1,6,827.7,3349,170,4893,10.806,10.787,39,16.33,06/08/2010 06.28.46
Albi,12.25,1194,1193.95,168.7,8,827.7,3349,176,6613,10.82,10.781,40,16.34,06/08/2010 06.29.09
Albi,12.25,1195,1194.95,175.3,9,827.6,3356,176,7461,10.791,10.785,39,16.35,06/08/2010 06.29.30
