Formation,TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb.ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Mikasa Anhydrite,2445,2444.8,34.5,14,822.6,3897,180,7857,11,11.08,63,44.96,22/06/2010 14.31.52
Mikasa Anhydrite,2446,2445.8,38.3,15,822,3890,181,7527,11,11.08,63,45.01,22/06/2010 14.34.42
Mikasa Anhydrite,2447,2446.81,61.3,16,821.8,3889,183,11050,11,11.08,64,45.03,22/06/2010 14.36.19
Mikasa Anhydrite,2448,2447.8,32.8,20,822,3892,184,10946,11,11.08,64,45.08,22/06/2010 14.39.10
Mikasa Anhydrite,2449,2448.8,35.4,22,821.6,3886,183,10722,11,11.08,64,45.15,22/06/2010 14.43.25
Mikasa Anhydrite,2450,2449.79,13.2,22,821.8,3884,183,10008,11,11.08,63,45.27,22/06/2010 14.50.24
Mikasa Anhydrite,2451,2450.81,8.9,22,822.3,3885,198,8887,11,11.08,64,45.41,22/06/2010 14.59.01
Mikasa Anhydrite,2452,2451.8,16.7,20,821.1,3876,193,9817,11,11.08,63,45.53,22/06/2010 15.07.52
Mikasa Anhydrite,2453,2452.81,27.8,18,822.9,3895,193,7955,11,11.08,63,45.63,22/06/2010 15.13.55
Mikasa Anhydrite,2454,2453.81,46.5,17,824.9,3913,192,10833,11,11.08,63,45.68,22/06/2010 15.16.45
Mikasa Anhydrite,2455,2454.57,113.8,13,816.3,3871,179,5369,11,11.08,63,45.7,22/06/2010 15.41.35
Mikasa Anhydrite,2456,2455.8,37.8,17,813.5,3871,193,8179,11,11.08,63,45.87,22/06/2010 16.21.01
Mikasa Anhydrite,2457,2456.8,12.1,20,811.3,3848,192,7737,11,11.08,63,45.98,22/06/2010 16.27.35
Mikasa Anhydrite,2458,2457.8,29.8,18,813.4,3866,185,9184,11,11.08,63,46.06,22/06/2010 16.34.17
Mikasa Anhydrite,2459,2458.79,25.4,16,814.1,3869,196,7984,11,11.08,63,46.13,22/06/2010 16.42.52
Mikasa Anhydrite,2460,2459.8,56,15,815.4,3799,178,8162,11,11.08,62,46.2,22/06/2010 16.50.53
Mikasa Anhydrite,2461,2460.81,12.4,17,832.3,3818,149,9273,11,11.08,62,46.37,22/06/2010 17.02.42
Mikasa Anhydrite,2462,2461.81,13.5,19,803.5,3804,119,9540,11,11.08,62,46.49,22/06/2010 19.02.32
Mikasa Anhydrite,2463,2462.8,13.2,18,769.3,3556,148,10748,11,11.08,60,46.59,22/06/2010 19.08.17
Mikasa Anhydrite,2464,2463.8,20.9,18,753.9,3434,146,9520,11,11.08,60,46.72,22/06/2010 19.15.51
Mikasa Anhydrite,2465,2464.8,10.8,18,715.8,3142,141,7729,11,11.08,59,46.89,22/06/2010 19.30.54
Mikasa Anhydrite,2466,2465.79,14.3,17,819,3966,148,8304,11,11.08,64,47,22/06/2010 19.39.54
Mikasa Anhydrite,2467,2466.79,6.9,18,820.1,3962,152,8982,11,11.08,64,47.24,22/06/2010 19.54.31
Mikasa Anhydrite,2468,2467.8,7.8,16,820.5,3965,153,8540,11,11.08,63,47.4,22/06/2010 20.03.56
Mikasa Anhydrite,2469,2468.79,18.9,14,710.5,3025,137,8752,11,11.08,56,47.49,22/06/2010 22.13.58
Mikasa Anhydrite,2470,2469.8,12,15,727.6,3254,134,10529,11,11.08,59,47.59,22/06/2010 22.19.59
Mikasa Anhydrite,2471,2470.8,11.1,15,732,3286,136,9526,11,11.08,59,47.68,22/06/2010 22.25.33
Mikasa Anhydrite,2472,2471.8,14.5,15,732.2,3284,135,9335,11,11.08,58,47.78,22/06/2010 22.31.05
Mikasa Anhydrite,2473,2472.79,13.2,15,732.4,3287,132,9837,11,11.08,58,47.86,22/06/2010 22.35.53
Mikasa Anhydrite,2474,2473.8,8.3,15,733.2,3291,132,6984,11,11.08,58,48.05,22/06/2010 22.47.33
Mikasa Anhydrite,2475,2474.8,4.6,16,733.4,3290,133,7882,11,11.08,58,48.32,22/06/2010 23.03.55
Mikasa Anhydrite,2476,2475.79,6.6,15,733.4,3286,132,7019,11,11.08,59,48.62,22/06/2010 23.21.45
Mikasa Anhydrite,2477,2476.79,3.9,19,734.6,3295,129,7710,11,11.08,60,48.94,22/06/2010 23.40.54
Mikasa Anhydrite,2478,2477.79,3.1,20,736,3289,133,7726,11,11.08,59,49.3,23/06/2010 00.04.29
Mikasa Anhydrite,2479,2478.79,3.4,21,736.2,3283,136,8180,11,11.08,60,49.61,23/06/2010 00.23.02
Mikasa Anhydrite,2480,2479.79,5.6,21,736.9,3279,137,7286,11,11.08,60,49.87,23/06/2010 00.38.21
Mikasa Anhydrite,2481,2480.79,11.5,17,737.4,3289,137,6867,11,11.08,60,50.07,23/06/2010 00.50.17
Mikasa Anhydrite,2482,2481.8,25.6,13,737.1,3291,136,7945,11,11.08,60,50.14,23/06/2010 00.54.48
Mikasa Anhydrite,2483,2482.8,36.7,7,735.2,3298,127,5831,11,11.08,59,50.19,23/06/2010 01.28.56
Mikasa Anhydrite,2484,2483.79,22.5,11,733.7,3290,135,7808,11,11.08,59,50.28,23/06/2010 01.34.33
Mikasa Anhydrite,2485,2484.79,25.6,11,734.3,3295,139,9239,11,11.08,59,50.33,23/06/2010 01.37.16
